Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q9VKE7,FBgn0040968,CG14933,N/A,2L,11842828..11844012(1),"FBtr0344127, FBtr0080274","FBpp0079858, FBpp0310543",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG14933 (FBgn0040968). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:11842828..11844012. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult male stages.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.  "
Q9VMS1,FBgn0015031,cype,cyclope,2L,5327227..5327969(1),"FBtr0307034, FBtr0079072, FBtr0307035","FBpp0297878, FBpp0297877, FBpp0078707",FlyBase Gene Snapshot,cyclope (cype) encodes a cytochrome c oxidase subunit VIc homolog acting as an enhancer of dpp pathway phenotypes. It is involved in hair and cell growth and in ommatidia development.
E1JIF0,FBgn0259992,CG42489,N/A,3R,8653802..8654766(-1),"FBtr0300441, FBtr0304002, FBtr0310656","FBpp0289670, FBpp0292971, FBpp0302776",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG42489 (FBgn0259992). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:8653802..8654766. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed during late larval stages, in adult male stages.  "
Q0E906,FBgn0083951,CG34115,N/A,2R,20975488..20976934(1),FBtr0110813,FBpp0110110,Alliance,Is expressed in embryonic/larval visceral muscle cell.
M9PG99,FBgn0263841,CG43702,N/A,3L,21298675..21299063(1),"FBtr0321303, FBtr0321302","FBpp0302846, FBpp0302845",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43702 (FBgn0263841). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:21298675..21299063. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
F3YD71,FBgn0262563,CG43103,N/A,2R,17139450..17139931(-1),FBtr0304891,FBpp0293430,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43103 (FBgn0262563). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:17139450..17139931. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q7JWN2,FBgn0033721,CG13159,N/A,2R,12375286..12375678(1),FBtr0087912,FBpp0087023,Alliance,Is expressed in embryonic/larval salivary gland; embryonic/larval salivary gland body; and salivary gland body primordium.
A0A0B4JD88,FBgn0262102,CG42855,N/A,2R,18687372..18688641(1),FBtr0304023,FBpp0292992,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG42855 (FBgn0262102). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:18687372..18688641. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VXE0,FBgn0261791,SNRPG,Small nuclear ribonucleoprotein G,X,16639810..16640419(-1),"FBtr0074377, FBtr0112993","FBpp0074151, FBpp0111906",FlyBase Gene Snapshot,Small nuclear ribonucleoprotein G (SNRPG) encodes a Sm class protein and a common component of pre-mRNA processing U snRNPs. It forms the toroidal core of U snRNPs (Sm core domain) together with 6 related Sm proteins.
Q6IHK5,FBgn0264432,CG43850,N/A,2L,13415431..13420645(1),"FBtr0346422, FBtr0332510","FBpp0312089, FBpp0304786",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43850 (FBgn0264432). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:13415431..13420645. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VFM4,FBgn0260226,CG42500,N/A,3R,14152211..14152650(-1),"FBtr0300627, FBtr0336994","FBpp0307925, FBpp0289854",Alliance,Predicted to be involved in defense response.
A1ZB62,FBgn0040735,BomT2,Bomanin Tailed 2,2R,18388995..18389443(1),FBtr0086666,FBpp0085847,UniProtKB,"Secreted immune-induced peptide induced by Toll signaling (PubMed:25915418, PubMed:29920489). Has a role in resistance to bacterial and fungal infections (PubMed:25915418, PubMed:29920489). The strength of antimicrobial activity appears to correlate with the overall level of expression (PubMed:29920489). (UniProtKB:A1ZB62)"
X2J683,FBgn0266163,CG44869,N/A,2L,15417929..15418361(-1),FBtr0343713,FBpp0310290,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG44869 (FBgn0266163). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:15417929..15418361. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
E1JIG6,FBgn0260237,BBIP1,BBSome interacting protein 1,3R,9404385..9407857(1),FBtr0300646,FBpp0289871,Alliance,Predicted to be involved in cilium assembly and receptor localization to non-motile cilium. Predicted to be part of BBSome. Is expressed in adult head. Human ortholog(s) of this gene implicated in Bardet-Biedl syndrome 18. Orthologous to human BBIP1 (BBSome interacting protein 1).
A0A0B4LF36,FBgn0265342,COX7CL,Cytochrome c oxidase subunit 7C-like,2R,10050348..10050874(1),FBtr0339413,FBpp0308503,Alliance,Predicted to be part of mitochondrial respiratory chain complex IV. Orthologous to human COX7C (cytochrome c oxidase subunit 7C).
X2JJ74,FBgn0266430,CG45060,N/A,X,9868068..9868568(-1),FBtr0344420,FBpp0310792,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG45060 (FBgn0266430). It is a protein_coding_gene from Dmel. Gene sequence location is X:9868068..9868568. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q8MLQ0,FBgn0061198,HSPC300,Haematopoietic stem/progenitor cell protein 300,2R,24027717..24028789(-1),"FBtr0343346, FBtr0072194","FBpp0072103, FBpp0310003",FlyBase Gene Snapshot,"Haematopoietic stem/progenitor cell protein 300 (HSPC300) encodes a subunit of the Scar/WAVE complex, which activates the Arp2/3 complex at the plasma membrane to generate membrane protrusions that drive cell migration."
B7YZN8,FBgn0259727,CG42381,N/A,2R,21667541..21669916(-1),FBtr0299989,FBpp0289266,Alliance,Predicted to be active in mitochondrial intermembrane space. Orthologous to human CMC4 (C-X9-C motif containing 4).
Q9VU93,FBgn0040812,CG8750,N/A,3L,13842377..13843017(-1),"FBtr0345696, FBtr0075802","FBpp0075544, FBpp0311745",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG8750 (FBgn0040812). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:13842377..13843017. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in adult male stages.  "
A8DYV9,FBgn0085209,CG34180,N/A,2L,6060510..6060938(1),FBtr0300048,FBpp0289325,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG34180 (FBgn0085209). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:6060510..6060938. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed during late pupal stages, in stages of adults of both sexes.  "
Q24154,FBgn0016726,RpL29,Ribosomal protein L29,2R,21293768..21294404(1),"FBtr0071592, FBtr0071593, FBtr0305669","FBpp0071518, FBpp0296949, FBpp0071519",Alliance,Enables chromatin binding activity. A structural constituent of ribosome. Predicted to be involved in cytoplasmic translation. Located in cytosolic ribosome. Is expressed in adult head and organism. Orthologous to human RPL29 (ribosomal protein L29).
A8DYY3,FBgn0085211,RpS28-like,Ribosomal protein S28-like,2L,9436804..9437227(1),FBtr0112375,FBpp0111290,Alliance,Predicted to be a structural constituent of ribosome. Predicted to be involved in maturation of SSU-rRNA and ribosomal small subunit assembly. Predicted to be part of cytosolic small ribosomal subunit.
X2JEB1,FBgn0266431,CG45061,N/A,X,9871098..9871702(-1),FBtr0344419,FBpp0310791,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG45061 (FBgn0266431). It is a protein_coding_gene from Dmel. Gene sequence location is X:9871098..9871702. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9V3J3,FBgn0011670,Mst57Dc,Male-specific transcript 57Dc,3R,25829321..25829698(-1),FBtr0339163,FBpp0308307,FlyBase Gene Snapshot,Male-specific transcript 57Dc (Mst57Dc) encodes a peptide produced by the male accessory glands and transferred to females during mating.
A0A0B4JDE2,FBgn0261842,pre-mod(mdg4)-AE,N/A,3R,21365609..21368279(1),"FBtr0433511, FBtr0303406","FBpp0292467, FBpp0390643",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\pre-mod(mdg4)-AE (CG42774, FBgn0261842). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:21365609..21368279. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  No temporal expression data available due to processing error.  This will be corrected the next time these data and summaries are processed."
M9NGR4,FBgn0262611,CG43137,N/A,X,5864550..5865151(-1),FBtr0305285,FBpp0293828,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43137 (FBgn0262611). It is a protein_coding_gene from Dmel. Gene sequence location is X:5864550..5865151. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
P02842,FBgn0003378,Sgs8,Salivary gland secretion 8,3L,11508967..11509394(-1),FBtr0076160,FBpp0075891,FlyBase Gene Snapshot,Salivary gland secretion 8 (Sgs8) encodes one of the 20-hydroxyecdysone-induced proteins secreted at the larval-to-prepupal transition. They form a glue that serves to attach the prepupa and pupa to a solid substrate.
M9PHH9,FBgn0264393,CG43841,N/A,X,18439667..18440076(1),FBtr0332397,FBpp0304671,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43841 (FBgn0264393). It is a protein_coding_gene from Dmel. Gene sequence location is X:18439667..18440076. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
B7Z016,FBgn0264295,CG43773,N/A,2L,4007690..4007984(1),FBtr0331498,FBpp0303888,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43773 (FBgn0264295). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:4007690..4007984. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q6IJ72,FBgn0262577,CG43117,N/A,3R,26454794..26455112(1),FBtr0305048,FBpp0293585,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43117 (FBgn0262577). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:26454794..26455112. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VBL6,FBgn0011668,Mst57Da,Male-specific RNA 57Da,3R,25831575..25831899(-1),FBtr0084914,FBpp0084288,FlyBase Gene Snapshot,Male-specific RNA 57Da (Mst57Da) encodes a peptide that is produced by the male accessory glands and transferred to females during mating. Its proline-rich peptide composition suggests a possible role as an antimicrobial peptide.
M9NFN6,FBgn0263249,CG43392,N/A,3L,22029453..22029770(-1),FBtr0308060,FBpp0300405,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43392 (FBgn0263249). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:22029453..22029770. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q01643,FBgn0004173,Mst84Db,Male-specific RNA 84Db,3R,7365160..7365627(-1),FBtr0081586,FBpp0081105,Alliance,Involved in sperm axoneme assembly.
Q9VNY1,FBgn0037133,CG7370,N/A,3L,21769815..21771321(1),FBtr0078436,FBpp0078090,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG7370 (FBgn0037133). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:21769815..21771321. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the pupal period.  "
B7YZI3,FBgn0259738,CG42392,N/A,2R,16765361..16766000(-1),FBtr0300043,FBpp0289320,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG42392 (FBgn0259738). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:16765361..16766000. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, in adult male stages.  "
